Time,Temperature,Humity,Pressure
2019.03.01 00:10,19.36,50.90527,97805.76
2019.03.01 00:24,19.32,50.91211,97777.88
2019.03.01 00:39,19.29,50.82031,97771.2
2019.03.01 00:53,19.27,50.76367,97759.53
2019.03.01 01:08,19.27,50.66406,97751.16
2019.03.01 01:22,19.27,50.54199,97755.67
2019.03.01 01:37,19.25,50.48438,97733.58
2019.03.01 01:51,19.25,50.45117,97725.57
2019.03.01 02:06,19.24,50.46094,97706.66
2019.03.01 02:20,19.23,50.46094,97684.36
2019.03.01 02:35,19.22,50.41406,97662.47
2019.03.01 02:49,19.21,50.38086,97633.5
2019.03.01 03:04,19.21,50.31445,97625.03
2019.03.01 03:19,19.2,50.29199,97604.41
2019.03.01 03:33,19.2,50.24609,97573.56
2019.03.01 03:48,19.19,50.20117,97555.44
2019.03.01 04:02,19.19,50.14551,97555.62
2019.03.01 04:17,19.2,50.16992,97540.92
2019.03.01 04:31,19.19,50.15723,97535.73
2019.03.01 04:46,19.19,50.12402,97533.52
2019.03.01 05:00,19.19,50.09082,97517.0
2019.03.01 05:15,19.18,50.10059,97514.07
2019.03.01 05:29,19.18,50.05664,97498.24
2019.03.01 05:44,19.18,50.06836,97498.45
2019.03.01 05:59,19.19,50.15723,97482.5
2019.03.01 06:13,19.21,51.91699,97472.64
2019.03.01 06:28,19.29,52.43359,97466.86
2019.03.01 06:42,19.28,52.14551,97459.98
2019.03.01 06:57,19.29,52.20215,97463.55
2019.03.01 07:11,19.27,52.55371,97461.3
2019.03.01 07:26,19.25,52.46289,97466.52
2019.03.01 07:40,19.27,52.46484,97467.94
2019.03.01 07:55,19.21,51.77344,97475.25
2019.03.01 08:09,19.21,51.50781,97471.53
2019.03.01 08:24,19.2,51.47363,97457.24
2019.03.01 08:39,19.21,51.47461,97457.62
2019.03.01 08:53,19.19,51.57129,97457.8
2019.03.01 09:08,19.19,51.88086,97463.36
2019.03.01 09:22,19.2,52.08008,97456.14
2019.03.01 09:37,19.19,52.14551,97450.02
2019.03.01 09:51,19.2,52.18066,97460.2
2019.03.01 10:06,19.18,52.36523,97477.72
2019.03.01 10:20,19.1,53.14062,97462.23
2019.03.01 10:35,19.08,53.5459,97463.75
2019.03.01 10:49,19.13,53.58594,97470.44
2019.03.01 11:04,19.24,53.40039,97460.19
2019.03.01 11:19,19.34,53.32422,97466.64
2019.03.01 11:33,19.35,53.27051,97475.92
2019.03.01 11:48,19.09,52.22266,97465.05
2019.03.01 12:02,19.5,51.30859,97478.45
2019.03.01 12:17,19.44,53.53418,97475.64
2019.03.01 12:31,19.47,54.36621,97480.31
2019.03.01 12:46,19.48,54.69922,97481.06
2019.03.01 13:00,19.5,54.53613,97500.38
2019.03.01 13:15,19.5,54.70215,97479.38
2019.03.01 13:29,19.63,53.95508,97461.82
2019.03.01 13:44,19.37,53.31641,97466.03
2019.03.01 13:58,19.3,53.37402,97482.42
2019.03.01 14:13,19.52,53.44434,97491.84
2019.03.01 14:28,19.44,53.44629,97491.83
2019.03.01 14:42,19.42,53.59863,97503.73
2019.03.01 14:57,19.39,54.0918,97501.15
2019.03.01 15:11,19.38,54.79688,97516.03
2019.03.01 15:26,19.14,55.09863,97542.42
2019.03.01 15:40,19.19,54.31055,97539.27
2019.03.01 15:55,19.24,54.03027,97546.14
2019.03.01 16:09,19.32,53.875,97541.64
2019.03.01 16:24,19.26,53.30371,97554.84
2019.03.01 16:38,19.28,52.95215,97566.14
2019.03.01 16:53,19.31,52.73438,97579.31
2019.03.01 17:08,19.32,52.53711,97607.7
2019.03.01 17:22,19.25,52.30762,97624.83
2019.03.01 17:37,19.31,52.91113,97617.77
2019.03.01 17:51,19.28,52.34473,97630.52
2019.03.01 18:06,19.33,52.37207,97637.95
2019.03.01 18:20,19.43,52.84863,97661.83
2019.03.01 18:35,19.38,53.8916,97683.43
2019.03.01 18:49,19.2,53.9248,97715.34
2019.03.01 19:04,19.17,53.78906,97719.4
2019.03.01 19:18,19.21,53.44141,97733.19
2019.03.01 19:33,19.21,53.24219,97739.09
2019.03.01 19:47,19.27,52.84082,97756.2
2019.03.01 20:02,19.39,52.97656,97772.47
2019.03.01 20:17,19.43,53.25684,97788.47
2019.03.01 20:31,19.45,53.51367,97805.36
2019.03.01 20:46,19.44,53.71094,97839.55
